variable A,Variable B,Variable C,Variable D
0.706634172243131,0.2004478571787477,0.247060948878707,0.23454880476049267
0.042949466829185434,0.7002482415818534,0.23442743861873327,0.5084813804485134
0.0683102707563098,0.9925845635598508,0.14432811203354223,0.421150173459771
0.7821500600690288,0.22362778499038904,0.749820364450761,0.7886030772925158
0.7595230984809318,0.2639228363898437,0.7261946709723253,0.6213313085151803
0.9526844698877014,0.6443968776935929,0.2954539015346068,0.06611812425728747
0.3428738987829465,0.6519653022285217,0.6007785789451161,0.7007103307817373
0.7693905926584529,0.9617229346050387,0.49493469961545966,0.2956544202063175
0.43623554853694235,0.26906968165813105,0.8018900520909329,0.7070513715635217
0.017380631550491632,0.8809666208424248,0.6215118649453159,0.12662941220068236
0.6558001288690964,0.8152009397624527,0.4293006308450197,0.26953657372364626
0.10917982714597785,0.18103813826420578,0.5171217759681188,0.7597625658623606
0.7223822938670829,0.0050277865521826115,0.12935920801230982,0.7223655854362597
